id,chapter,chapter_title,section,section_title,level,level_name,requirement,source_file,status,auditor_notes
6.1.3,C6,Security,C6.1,Execution Environment Integrity,2,Attested,"Verify that the runtime environment produces a signed attestation report (TEE or remote attestation) at startup and on configuration change, and that reports are automatically compared against maintained golden reference values, with mismatches alerting and recorded.",0.1/en/0x10-C06-Security.md,,
6.1.4,C6,Security,C6.1,Execution Environment Integrity,3,Independently Verifiable,Verify that hardware-rooted attestation (TPM/GPU/CPU endorsement) covers each component named as a dependency by a higher-layer control in the claim's control-to-evidence mapping.,0.1/en/0x10-C06-Security.md,,
6.2.1,C6,Security,C6.2,Isolation and Confidential Execution,2,Attested,"Verify that generated code and un-sanitized external tools execute in a sandbox (container, microVM, or enclave) whose isolation configuration is recorded per execution, and that sandbox-escape attempts surface as recorded security events.",0.1/en/0x10-C06-Security.md,,
6.2.2,C6,Security,C6.2,Isolation and Confidential Execution,3,Independently Verifiable,Verify that workloads classified as sensitive run in confidential-compute environments whose attestation an external party can validate against published reference values.,0.1/en/0x10-C06-Security.md,,
6.2.3,C6,Security,C6.2,Isolation and Confidential Execution,4,Self-Enforcing / Continuous,"Verify that where on-chip compliance enforcement is claimed, the hardware mechanism gates execution (not merely reports), and its attestation is continuously validated during operation.",0.1/en/0x10-C06-Security.md,,
6.3.1,C6,Security,C6.3,Cryptographic Key Lifecycle,2,Attested,"Verify that evidence-signing and attestation keys are generated in and non-exportable from hardware-backed key management (HSM or equivalent), per the key inventory.",0.1/en/0x10-C06-Security.md,,
6.3.2,C6,Security,C6.3,Cryptographic Key Lifecycle,2,Attested,"Verify that each evidence-producing key has a documented rotation schedule, that rotations occur on schedule, and that each rotation writes a signed record linking the old and new key identities.",0.1/en/0x10-C06-Security.md,,
6.3.3,C6,Security,C6.3,Cryptographic Key Lifecycle,2,Attested,"Verify that the documented key-compromise procedure includes revocation, identification of all evidence signed by the affected key (queryable by key ID), re-grading of affected claims, and notification of relying parties — and that the procedure has been exercised at least annually.",0.1/en/0x10-C06-Security.md,,
6.3.4,C6,Security,C6.3,Cryptographic Key Lifecycle,2,Attested,"Verify that every evidence record and capability identifies the signature algorithm used, and that the conformance claim declares a cryptographic migration path — so a verifier knows what to check and an operator can change algorithms without invalidating already-published evidence.",0.1/en/0x10-C06-Security.md,,
6.3.5,C6,Security,C6.3,Cryptographic Key Lifecycle,3,Independently Verifiable,"Verify that where the declared evidence retention period (C7.6.5) extends beyond the period for which the signature scheme is projected to remain unforgeable, the implementation uses a post-quantum or hybrid signature scheme (e.g., FIPS 204 ML-DSA), or re-anchors and re-signs retained evidence under a current scheme before the projection lapses. Evidence is only worth what its signature is worth at the moment it is examined.",0.1/en/0x10-C06-Security.md,,
7.1.1,C7,Evidence Generation and Properties,C7.1,Generation at the Action Boundary,3,Independently Verifiable,Verify that all agent tool and effect invocations are routed through an Action Interception Gateway that runs as a separate process or service from the agent — the agent has no network or credential path to its tools that bypasses the gateway.,0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.1.2,C7,Evidence Generation and Properties,C7.1,Generation at the Action Boundary,3,Independently Verifiable,"Verify that for each intercepted action the gateway emits evidence records at three points — request received (before), effect performed (during), and result returned (after) — each independently signed and linkable to the same action ID.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.1.3,C7,Evidence Generation and Properties,C7.1,Generation at the Action Boundary,3,Independently Verifiable,Verify that the architecture makes evidence emission a precondition of action release: the gateway does not forward the action to the tool until the *before* record is durably written.,0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.1.4,C7,Evidence Generation and Properties,C7.1,Generation at the Action Boundary,3,Independently Verifiable,"Verify that the effect channel is mediated within the same trust boundary as policy evaluation, by at least one of: (a) the credentials and transport for the effect are held inside the attesting environment, which emits the request itself; (b) the mechanism releases a single-use capability cryptographically bound to the evaluated snapshot digest and target resource, which the relying party checks before executing; or (c) egress is confined to an attested enforcement point that admits only requests carrying matching evidence. The conformance claim states which.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.1.5,C7,Evidence Generation and Properties,C7.1,Generation at the Action Boundary,1,Recorded,Verify that the claim does not assert that evidence describes executed actions unless 7.1.4 is met — a system evidencing evaluation but not mediating the effect channel may claim Tier 1–2 only.,0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.2.1,C7,Evidence Generation and Properties,C7.2,The Contemporaneous Property,1,Recorded,Verify that each evidence record is written within the executing transaction of the action it describes — not batch-reconstructed later — and carries the capture timestamp of the event itself.,0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.2.2,C7,Evidence Generation and Properties,C7.2,The Contemporaneous Property,3,Independently Verifiable,"Verify that evidence timestamps are anchored to a source outside the operator's control — an RFC 3161 timestamp authority, transparency-log inclusion proof, or consensus time — at least once per defined anchoring interval.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.2.3,C7,Evidence Generation and Properties,C7.2,The Contemporaneous Property,3,Independently Verifiable,"Verify that the conformance claim states a maximum attestation refresh interval — the longest period, or the largest number of actions, for which evidence may rest on a hardware measurement taken before them — and that the mechanism refreshes within it or refuses to continue.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.2.4,C7,Evidence Generation and Properties,C7.2,The Contemporaneous Property,3,Independently Verifiable,"Verify that the hardware attestation cryptographically binds the evidence signing key: the key's digest appears in the attested report body (TDX `REPORTDATA`, SEV-SNP `REPORT_DATA`, or equivalent), so that a verifier establishes *this key ran inside this measured environment* rather than receiving a measurement and a key that merely arrived together.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.3.1,C7,Evidence Generation and Properties,C7.3,The Tamper-Evident Property,2,Attested,"Verify that evidence records are hash-chained or Merkle-anchored so that modifying, inserting, or reordering any record invalidates the chain, and that chain verification runs on a defined schedule with results recorded.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.3.2,C7,Evidence Generation and Properties,C7.3,The Tamper-Evident Property,3,Independently Verifiable,"Verify that evidence records are signed by keys held by the generating mechanism (gateway, enclave, or logging service) that operator and agent identities cannot access, per the key-custody configuration.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.3.3,C7,Evidence Generation and Properties,C7.3,The Tamper-Evident Property,3,Independently Verifiable,"Verify that the implementation resists equivocation (presenting divergent histories to different relying parties) by at least one of: cross-verifier consistency checking (gossip), a witness quorum co-signing chain roots, or anchoring to a ledger with single-history consensus — and that the mechanism is named in the claim.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.3.4,C7,Evidence Generation and Properties,C7.3,The Tamper-Evident Property,3,Independently Verifiable,"Verify that the evidence log is structured so a verifier can establish that a single named record is present in the log committed to by a published root, without retrieving the rest of the log — by an inclusion proof against an append-only Merkle tree (RFC 6962) or equivalent — and that the proof, the tree size it is taken against, and the published root are all obtainable by the verifier.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.3.5,C7,Evidence Generation and Properties,C7.3,The Tamper-Evident Property,3,Independently Verifiable,"Verify that a published root is checked for append-only consistency against previously published roots, by a consistency proof or equivalent, and that the verification procedure compares the recomputed root against the anchored value rather than only against a step count or record count.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.4.1,C7,Evidence Generation and Properties,C7.4,The Transparent Property,1,Recorded,"Verify that the published trust-assumption disclosure (C10.2) lists, for each evidence mechanism in use, every party, hardware element, and mathematical assumption that must hold for the evidence to be believed.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.5.1,C7,Evidence Generation and Properties,C7.5,The Determinism Boundary,1,Recorded,"Verify that every field in the evidence schema records an observable execution fact (identifier, digest, timestamp, decision result) — the schema contains no field asserting quality, correctness, or intent.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.5.2,C7,Evidence Generation and Properties,C7.5,The Determinism Boundary,1,Recorded,"Verify that the conformance statement and public product claims describe the evidence only as execution facts, and that a documented claims review (legal or compliance sign-off) confirms no claim of output correctness, fairness, or model intent is attributed to Proof-of-Control.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.6.1,C7,Evidence Generation and Properties,C7.6,Evidence Custody and Resilience,2,Attested,"Verify that evidence-pipeline failures (write errors, signing errors, store unavailability) raise a monitored alert and are themselves written as failure events to a secondary durable log.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.6.2,C7,Evidence Generation and Properties,C7.6,Evidence Custody and Resilience,2,Attested,"Verify that evidence records carry per-source monotonic sequence numbers (or equivalent chaining), so a verifier can detect a missing record from the sequence gap alone.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.6.3,C7,Evidence Generation and Properties,C7.6,Evidence Custody and Resilience,4,Self-Enforcing / Continuous,"Verify that when evidence cannot be generated at the claimed Tier, in-scope actions are refused by the gateway until the pipeline recovers — demonstrated by a fail-closed test on the evidence store.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.6.4,C7,Evidence Generation and Properties,C7.6,Evidence Custody and Resilience,2,Attested,"Verify that the evidence store enforces role-based access, and that every read of evidence writes its own access record (who, what, when).",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.6.5,C7,Evidence Generation and Properties,C7.6,Evidence Custody and Resilience,1,Recorded,"Verify that the retention period for evidence is stated in the conformance claim, configured in the store's retention policy, and at least as long as the period the claim covers.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.6.6,C7,Evidence Generation and Properties,C7.6,Evidence Custody and Resilience,3,Independently Verifiable,"Verify that the chain root is anchored externally within a declared maximum interval, that the interval is stated in the claim (it bounds the window in which head truncation is undetectable), and that a missed anchoring deadline raises an alert.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.7.1,C7,Evidence Generation and Properties,C7.7,The Interoperable Property,2,Attested,"Verify that the evidence claim set is defined by a machine-readable schema covering every field, published where a verifier can obtain it, and that the deployed implementation's own output validates against it.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.7.2,C7,Evidence Generation and Properties,C7.7,The Interoperable Property,2,Attested,"Verify that the schema declares a single canonical serialization — fixing key ordering, number formatting, string escaping, digest case, and the meaning of an absent field — and states exactly which bytes each digest and signature covers.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.7.3,C7,Evidence Generation and Properties,C7.7,The Interoperable Property,2,Attested,"Verify that every digest and signature carries an explicit algorithm identifier, and that a verifier presented with an unidentified digest rejects it rather than assuming an algorithm.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.7.4,C7,Evidence Generation and Properties,C7.7,The Interoperable Property,3,Independently Verifiable,"Verify that conformance to the canonical form is demonstrated against published test vectors including negative cases, and that each negative vector is rejected for the reason it was written to test.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
7.7.5,C7,Evidence Generation and Properties,C7.7,The Interoperable Property,2,Attested,"Verify that a parser rejects duplicate object keys rather than resolving them last-wins, so that one evidence artifact cannot mean different things to different readers.",0.1/en/0x10-C07-Evidence-Generation-and-Properties.md,,
8.1.1,C8,Verifiability Tiers and the Binary Threshold,C8.1,Tier Placement,1,Recorded,"Verify that the claim register records an assigned Tier (1–4) for every claim, with no unassigned entries.",0.1/en/0x10-C08-Verifiability-Tiers.md,,
8.1.2,C8,Verifiability Tiers and the Binary Threshold,C8.1,Tier Placement,1,Recorded,"Verify that each claim's register entry includes a written trust analysis naming every party that must be trusted for the evidence to hold (operator, signer, CA, chip vendor, ceremony participants), and that the assigned Tier is consistent with that list — any single trusted party caps the claim at Tier 2.",0.1/en/0x10-C08-Verifiability-Tiers.md,,
8.1.3,C8,Verifiability Tiers and the Binary Threshold,C8.1,Tier Placement,1,Recorded,"Verify that claims whose trust analysis names a single trusted party — operator-signed logs, single-party trusted setups, vendor-rooted attestations, centralized Merkle trees, permissioned ledgers — are registered at Tier 2 or below.",0.1/en/0x10-C08-Verifiability-Tiers.md,,
8.1.4,C8,Verifiability Tiers and the Binary Threshold,C8.1,Tier Placement,1,Recorded,"Verify that the words ""Proof-of-Control"" appear in the conformance statement and marketing claims only for claims registered at Tier 3 or 4, confirmed by the documented claims review.",0.1/en/0x10-C08-Verifiability-Tiers.md,,
8.1.5,C8,Verifiability Tiers and the Binary Threshold,C8.1,Tier Placement,3,Independently Verifiable,"Verify that for each Tier 3+ claim, an external party can obtain the evidence and complete verification using only published materials — demonstrated by a recorded verification run performed without operator credentials.",0.1/en/0x10-C08-Verifiability-Tiers.md,,
8.1.6,C8,Verifiability Tiers and the Binary Threshold,C8.1,Tier Placement,1,Recorded,"Verify that claims whose evidence is checkable only after the fact — transparency logs with independent monitors, on-demand proofs the system can run without producing — are registered at Tier 3, and Tier 4 is registered only where verification gates operation.",0.1/en/0x10-C08-Verifiability-Tiers.md,,
8.1.7,C8,Verifiability Tiers and the Binary Threshold,C8.1,Tier Placement,3,Independently Verifiable,"Verify that claims resting on a vendor-rooted attestation service are either registered at Tier 2, or composed with independent anchoring (e.g., attestation reports committed to a public transparency log with independent monitors) before being registered at Tier 3 — with the vendor trust assumption on the disclosure in both cases.",0.1/en/0x10-C08-Verifiability-Tiers.md,,
8.1.8,C8,Verifiability Tiers and the Binary Threshold,C8.1,Tier Placement,3,Independently Verifiable,"Verify that the verification procedure and tooling for each Tier 3+ claim are published (public repository or equivalent), versioned, and usable without an NDA, license negotiation, or operator-issued credentials.",0.1/en/0x10-C08-Verifiability-Tiers.md,,
8.2.1,C8,Verifiability Tiers and the Binary Threshold,C8.2,Mechanism-to-Requirement Fit,1,Recorded,"Verify that the claim register maps each claimed control to its mechanism and to the specific verifiable fact it evidences, using the mechanism's ""what it proves"" scope from Appendix B — and that no mapping pairs a mechanism with a domain outside that scope (e.g., an encryption control offered for the Identity domain).",0.1/en/0x10-C08-Verifiability-Tiers.md,,
8.2.2,C8,Verifiability Tiers and the Binary Threshold,C8.2,Mechanism-to-Requirement Fit,1,Recorded,"Verify that the mapping distinguishes signing-time claims from runtime claims: no artifact-integrity mechanism (signature at rest) is mapped to a runtime-behavior fact, and no environment attestation is mapped to a claim about the model weights loaded into it.",0.1/en/0x10-C08-Verifiability-Tiers.md,,
8.3.1,C8,Verifiability Tiers and the Binary Threshold,C8.3,Chain Integrity and Self-Enforcement (Tier 4),4,Self-Enforcing / Continuous,"Verify that where a use case is designated Tier 4, an interaction inventory lists every system in the chain, and each listed system's shared interactions carry Tier 4 evidence — confirmed per interaction, not per system.",0.1/en/0x10-C08-Verifiability-Tiers.md,,
8.3.2,C8,Verifiability Tiers and the Binary Threshold,C8.3,Chain Integrity and Self-Enforcement (Tier 4),4,Self-Enforcing / Continuous,"Verify that components operating internally below Tier 4 interact with the chain only through interfaces that produce Tier 4 evidence, per the interaction inventory.",0.1/en/0x10-C08-Verifiability-Tiers.md,,
8.3.3,C8,Verifiability Tiers and the Binary Threshold,C8.3,Chain Integrity and Self-Enforcement (Tier 4),4,Self-Enforcing / Continuous,"Verify that operation is mechanically gated on proof validity: in test, invalidating the proof chain (or withholding a required proof) halts the system's in-scope actions.",0.1/en/0x10-C08-Verifiability-Tiers.md,,
8.3.4,C8,Verifiability Tiers and the Binary Threshold,C8.3,Chain Integrity and Self-Enforcement (Tier 4),4,Self-Enforcing / Continuous,"Verify that the claim documents the availability impact of proof-gated operation — expected halt conditions, recovery procedure, and maximum tolerable outage — and that the recovery procedure has been exercised.",0.1/en/0x10-C08-Verifiability-Tiers.md,,
